node_name,node_type
MYC,protein
(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid,compound
fm_733277,protein
HKDC1,protein
fm_727030,protein
TNXB,protein
TNC,protein
CAMK2D,protein
SRRM1,protein
fm_733326,protein
,protein
,protein
fm_712671,protein
,protein
APAF1,protein
"(6Z,8E,10E,14Z)-(5S,12R)-5,12-Dihydroxyeicosa-6,8,10,14-tetraenoate",compound
EXOSC2,protein
HSPA1B,protein
FYN,protein
fm_711433,protein
SULT1A2,protein
PLA2G4A,protein
FZD6,protein
PDX1,protein
Uridine triphosphate,compound
PRPS1L1,protein
fm_716704,protein
PLCG2,protein
PLCB2,protein
PLCG1,protein
PTCRA,protein
PRKCQ,protein
"(5Z,8Z,10E,14Z)-(12R)-12-Hydroperoxyicosa-5,8,10,14-tetraenoic acid",compound
MAP3K7,protein
CD28,protein
trans-Dec-2-enoyl-[acp],compound
fm_725419,protein
TBL1Y,protein
DHRS4,protein
fm_725396,protein
PTPRF,protein
EXOSC6,protein
GAB1,protein
CHMP2B,protein
HMGCS2,protein
PNLIP,protein
MYL3,protein
MET,protein
"(5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoic acid",compound
G6PC2,protein
,compound
CCR8,protein
SN-38G,compound
IL8,protein
IL6,protein
(S)-3-Methyl-2-oxopentanoate,compound
ACTB,protein
LEF1,protein
,compound
BCAR1,protein
RAF1,protein
NUP54,protein
CARD18,protein
ALG14,protein
CTTN,protein
3alpha-OH DHP,compound
PLA2G2C,protein
fm_732980,protein
fm_709551,protein
ALDH2,protein
ALDH1B1,protein
ALDH7A1,protein
IKBKE,protein
PLOD2,protein
fm_722137,protein
IL1B,protein
,compound
HGSNAT,protein
"1,2,3-Propanetriol",compound
CBLC,protein
FAS,protein
"Protein N6,N6,N6-trimethyl-L-lysine",compound
fm_720828,protein
ATP2B4,protein
,compound
IFNG,protein
GLDC,protein
4-D-Hydroxysphinganine,compound
PGP,protein
EIF2S2,protein
TNFRSF4,protein
fm_729581,protein
NFKBIA,protein
NFKBIB,protein
D-Proline,compound
fm_710113,protein
MTHFD2L,protein
MTHFD2,protein
L-Arginosuccinic acid,compound
TGFBR1,protein
CYP2E1,protein
AACS,protein
MPI,protein
ADCY9,protein
UGT2B7,protein
7-Methylxanthine,compound
GSTK1,protein
Deamido-NAD+,compound
NFKB1,protein
KMO,protein
,compound
GCH1,protein
,compound
POMC,protein
PIGP,protein
"Protein N6,N6-dimethyl-L-lysine",compound
PIK3CA,protein
IRAK4,protein
Sphingomyelin,compound
DCT,protein
Glucuronic acid,compound
N-Acylsphingosine,compound
PCK1,protein
fm_718363,protein
NXF2,protein
NXF1,protein
fm_725097,protein
CACNA1S,protein
SFN,protein
TRADD,protein
cis-Aconitic acid,compound
fm_703469,protein
STAM2,protein
RBX1,protein
Cholyltaurine,compound
Maltotriose,compound
LY96,protein
,compound
TGFB1,protein
(S)-3-Hydroxy-3-methylglutaryl-CoA,compound
IL1B,protein
HSP90AB1,protein
fm_722125,protein
CALCRL,protein
fm_726267,protein
PLA2G2C,protein
PLA2G2F,protein
PLA2G5,protein
PLA2G3,protein
PLA2G10,protein
RYR2,protein
Mg2+,compound
fm_711914,protein
ALDH3B2,protein
COL5A2,protein
fm_708496,protein
fm_727458,protein
EP300,protein
fm_725691,protein
NOTCH2,protein
C5AR1,protein
ACSM3,protein
Wortmannin,compound
,compound
,compound
TLR4,protein
,protein
fm_738542,protein
7-Methyluric acid,compound
(19S)-Hydroxyicosatetraenoic acid,compound
PLA2G3,protein
ADCY8,protein
fm_705273,protein
WARS2,protein
GCDH,protein
"Phosphatidylinositol-3,4,5-trisphosphate",compound
GSK3B,protein
CACNA1B,protein
,compound
,compound
CCL21,protein
MIF,protein
fm_720819,protein
GNAS,protein
FOXO1,protein
PIK3R3,protein
fm_737551,protein
LAMB1,protein
FN1,protein
COL4A2,protein
LAMA5,protein
LAMA2,protein
COL4A4,protein
BHLHE40,protein
N-Acetylserotonin,compound
fm_732916,protein
GNAO1,protein
GNAI1,protein
1-Alcohol,compound
fm_710505,protein
,protein
,protein
IFNA7,protein
fm_736983,protein
NFKB1,protein
Cyclic AMP,compound
CoA-SH,compound
fm_730030,protein
PLA2G2A,protein
PLA2G12B,protein
PLA2G4E,protein
PLA2G4A,protein
PLA2G6,protein
fm_708664,protein
ACOX3,protein
Crotonoyl-CoA,compound
fm_734881,protein
COX4I1,protein
COX6B1,protein
COX8C,protein
COX6A2,protein
COX7B,protein
COX7B2,protein
COX7A2,protein
COX4I2,protein
COX5B,protein
Calcium,compound
FGF22,protein
THBS1,protein
PTPN6,protein
"(5Z,8Z,14Z)-11,12-Epoxyicosa-5,8,14-trienoic acid",compound
AKR1D1,protein
fm_715650,protein
PIGF,protein
PFAS,protein
CLDN17,protein
fm_734162,protein
RAB27B,protein
CD40,protein
"(5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoic acid",compound
fm_718805,protein
CNOT6,protein
"(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene",compound
CREB3,protein
fm_708180,protein
LYPLA1,protein
ACADM,protein
3-sn-Phosphatidylcholine,compound
LHB,protein
UBE2D3,protein
EGFR,protein
fm_727162,protein
,protein
,protein
HKDC1,protein
TH,protein
Diglyceride,compound
C7orf16,protein
CX3CL1,protein
STS,protein
Cyclic AMP,compound
Fumarate,compound
HSPA8,protein
fm_730467,protein
ACTN1,protein
ACTN3,protein
TPI1,protein
PDHB,protein
fm_719638,protein
POLD1,protein
GART,protein
"1,2-Propanediol",compound
FGF4,protein
WNT2B,protein
IRF9,protein
GRID2,protein
Cys-Gly,compound
IL13,protein
LOC100133583,protein
WNT11,protein
,compound
IFNA17,protein
ITGA6,protein
,protein
ALG13,protein
ALOX5,protein
IFNA2,protein
fm_708167,protein
MBOAT1,protein
PYCARD,protein
2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate,compound
fm_736675,protein
ITGB2,protein
Hydrocortisone,compound
"N,N&",compound
COQ5,protein
PAP,compound
,compound
ROCK1,protein
Deoxycytidine 5&,compound
fm_711452,protein
,protein
,protein
MAD1L1,protein
COL1A2,protein
FGF9,protein
Lysine acid,compound
FGD1,protein
fm_731138,protein
GNA11,protein
PLK1,protein
GRIN2A,protein
fm_735593,protein
,complex
IL6ST,protein
LIFR,protein
fm_701667,protein
BDH2,protein
NDUFC2,protein
fm_726863,protein
CRKL,protein
,compound
ACAT1,protein
F2RL2,protein
GAA,protein
Enzyme N6-(dihydrolipoyl)lysine,compound
IL8,protein
ATP4B,protein
VWF,protein
Liothyronine,compound
CLDN16,protein
NUMBL,protein
EFNA3,protein
2-Methyl-1-hydroxypropyl-ThPP,compound
Vitamin B2,compound
GNAQ,protein
Sorbitol,compound
3-Methoxy-4-hydroxyphenylglycolaldehyde,compound
EZR,protein
AKR1C4,protein
RAP1B,protein
NDUFS4,protein
fm_736204,protein
FUT2,protein
"(5Z,11Z,14Z)-8,9-Epoxyicosa-5,11,14-trienoic acid",compound
NOS2,protein
CYP7A1,protein
IL17RA,protein
"1,2-Diacyl-sn-glycero-3-phosphoinositol",compound
,compound
fm_731181,protein
GRM5,protein
[Acyl-carrier protein],compound
fm_722632,protein
CDK6,protein
,compound
"Phosphatidylinositol-3,4,5-trisphosphate",compound
PIK3R3,protein
PDHB,protein
KISS1R,protein
AR,protein
LSM2,protein
ADH1B,protein
fm_719755,protein
,protein
CD4,protein
ASL,protein
PHGDH,protein
ETS1,protein
L-2-Aminoglutaramic acid,compound
"3beta,7alpha-Dihydroxy-5-cholesten-26-oic acid",compound
Ammonia,compound
RRM1,protein
RHOA,protein
TBPL2,protein
DRD2,protein
ADO,protein
PDGFRB,protein
fm_738504,protein
MAPK10,protein
MAPK8,protein
fm_720396,protein
CBL,protein
IL1B,protein
PIK3CA,protein
fm_703283,protein
TK2,protein
PLCB2,protein
CDO1,protein
PDE1C,protein
ACSL5,protein
ACACB,protein
fm_733513,protein
6-Thioinosine-5&,compound
"2,2-Dichloroacetaldehyde",compound
fm_705846,protein
SHMT2,protein
fm_727634,protein
PRKCG,protein
PRKCD,protein
ROBO3,protein
CD40,protein
fm_715797,protein
RDH8,protein
PAFAH1B3,protein
fm_738749,protein
MAP2K2,protein
DKK1,protein
IRF7,protein
Ethylene oxide,compound
MAPK3,protein
3-Hydroxypyruvic acid,compound
fm_739893,protein
RXRA,protein
BAD,protein
fm_722233,protein
F2RL1,protein
GPI,protein
HLA-DRB5,protein
fm_715861,protein
FGR,protein
CFL2,protein
6-Methylthioinosine-5&,compound
FGF16,protein
Phosphatidic acid,compound
"Pyridine-2,3-dicarboxylate",compound
TNFSF11,protein
L-Homocysteine,compound
,compound
fm_722334,protein
HRH4,protein
L-Cysteinesulfinic acid,compound
3-Hydroxy-L-kynurenine,compound
SDHC,protein
Oxydol,compound
AADAT,protein
fm_710340,protein
CD38,protein
fm_720670,protein
PLCG2,protein
Lipoyl-AMP,compound
EIF4EBP1,protein
fm_714055,protein
MDH1,protein
CHRM2,protein
MVD,protein
fm_713668,protein
,protein
RANBP2,protein
LRRC4C,protein
(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid,compound
LEF1,protein
BCL10,protein
10-Formyl-THF,compound
CRK,protein
IKBKG,protein
CEL,protein
PRKCE,protein
fm_735446,protein
ST6GAL1,protein
GCDH,protein
fm_739901,protein
TNFRSF17,protein
PLCB1,protein
fm_729629,protein
JUN,protein
,compound
PFKP,protein
fm_704486,protein
POLD4,protein
CDKN2B,protein
3-Ureidoisobutyrate,compound
fm_714943,protein
NANP,protein
Anserine,compound
fm_738197,protein
INS,protein
PDGFA,protein
,compound
MDM4,protein
FUT8,protein
alpha-Ketobutyrate,compound
Tretin M,compound
EDNRB,protein
IGF1R,protein
2-Deoxy-D-ribose 5-phosphate,compound
CX3CR1,protein
Flavin adenine dinucleotide,compound
CDK6,protein
L-Fucose,compound
PIK3CG,protein
PRKX,protein
SQLE,protein
RAC1,protein
(R)-3-Hydroxybutyric acid,compound
Crotonoyl-CoA,compound
fm_732827,protein
CCNA2,protein
GNAZ,protein
TGFB1,protein
CASP9,protein
Glutaminyl-tRNA(Gln),compound
,compound
CASP3,protein
PSTPIP1,protein
PLA2G2E,protein
ATP5D,protein
,complex
POLR2B,protein
ITK,protein
ADAM17,protein
L-Histidyl-tRNA(His),compound
fm_715028,protein
ATP5B,protein
GPR35,protein
FZD9,protein
POLD1,protein
GBA,protein
fm_732116,protein
NRAS,protein
fm_714191,protein
AMT,protein
Tetrahydropteroyl-[gamma-Glu]n+1,compound
fm_700821,protein
PGM2,protein
,compound
GRB2,protein
FCGR1A,protein
fm_725430,protein
ACER3,protein
MAP2K7,protein
GMPR2,protein
MAP2K3,protein
,complex
PROS1,protein
ADORA2B,protein
CTU2,protein
2-Acyl-1-alkyl-sn-glycero-3-phosphate,compound
HIBCH,protein
,protein
"1,2-Diacyl-sn-glycero-3-phosphoinositol",compound
ADRB1,protein
DYNC1H1,protein
CASP6,protein
ITGA8,protein
KIR2DL2,protein
Adenosine 5&,compound
TSTA3,protein
PLCD1,protein
PRKACA,protein
"beta-D-Fructose 1,6-bisphosphate",compound
3-Phospho-(R)-glycerate,compound
fm_725053,protein
ARHGEF12,protein
MAP3K6,protein
PNPLA4,protein
LAMB4,protein
fm_732291,protein
PRKAA1,protein
PRKAG1,protein
Dihydroxyacetone phosphate,compound
"(22R)-20alpha,22-Dihydroxycholesterol",compound
fm_701448,protein
ACOX1,protein
ACOX3,protein
ITGA1,protein
fm_737831,compound
9-cis-Retinoic acid,compound
CCL28,protein
fm_708978,protein
AGPAT6,protein
SLC2A4,protein
PRKAG1,protein
O3-Phosphatidyl-L-serine,compound
PTEN,protein
GADD45B,protein
DUSP22,protein
NFATC2,protein
fm_712445,compound
GALC,protein
BRAF,protein
RYR2,protein
fm_728305,protein
HSPA4,protein
HSPA1L,protein
GALNS,protein
SLC27A5,protein
IGF1R,protein
KIDINS220,protein
fm_708974,protein
fm_736095,protein
ARPC5,protein
ARPC4,protein
Sphingenine,compound
Crotonoyl-CoA,compound
CD86,protein
ROCK2,protein
EGF,protein
fm_724124,protein
GRK7,protein
PIK3CA,protein
PAK6,protein
dTDP,compound
alpha-D-Galactopyranose 1-phosphate,compound
CCND2,protein
fm_739562,protein
UXS1,protein
RYR2,protein
BAD,protein
6-Methylmercaptopurine,compound
TJP2,protein
L-Metanephrine,compound
,protein
fm_724374,protein
TUBB2A,protein
TUBB4Q,protein
DPYD,protein
Fumarate,compound
AKT1,protein
ALG8,protein
ATF4,protein
UDPglucose,compound
Uridine,compound
fm_723591,protein
RAD23A,protein
fm_702761,protein
AMPD1,protein
UBC,protein
,protein
ACMSD,protein
fm_730227,protein
PPAP2B,protein
PPAP2A,protein
SMG5,protein
fm_728263,protein
WNT16,protein
fm_719921,protein
RASGRP2,protein
O-(1-beta-Acyl-2-acyl-sn-glycero-3-phospho)ethanolamine,compound
MAP3K14,protein
,protein
AKR1B1,protein
fm_716902,protein
PNLIPRP1,protein
PNLIPRP3,protein
LIPF,protein
3-Methoxy-4-hydroxymandelate,compound
T4,compound
ANAPC5,protein
fm_726075,protein
EPHA1,protein
EPHA8,protein
EPHA5,protein
Octadecenoyl-[acp],compound
AGMAT,protein
ACTG1,protein
IL8,protein
NRG4,protein
SLC9A1,protein
LPL,protein
ITGA4,protein
L-Tryptophanyl-tRNA(Trp),compound
CHP,protein
fm_724670,protein
RPS6KA1,protein
RPS6KA6,protein
CSF2,protein
AMDHD1,protein
PKM2,protein
XYLT1,protein
fm_733964,protein
GNAI1,protein
fm_712044,protein
CYP2A6,protein
fm_730181,protein
WASL,protein
fm_720149,protein
PPP3R1,protein
PPP3CA,protein
PLA2G10,protein
AKR1B1,protein
3-Oxotetradecanoyl-CoA,compound
CD44,protein
MAP2K7,protein
fm_738783,protein
E2F3,protein
E2F1,protein
fm_735861,protein
SEC61B,protein
fm_721904,compound
,compound
fm_722362,compound
PABPC4L,protein
LTD4,compound
fm_719762,protein
,protein
,protein
,protein
,protein
fm_738214,protein
APC,protein
,complex
fm_731924,protein
ABI2,protein
NCKAP1L,protein
fm_721416,protein
JAK3,protein
PLA2G10,protein
fm_739629,protein
KITLG,protein
fm_715435,protein
fm_733076,protein
CPT1B,protein
CPT1A,protein
fm_714476,protein
ETS2,protein
Tetradecanoyl-CoA,compound
fm_732077,protein
BDKRB2,protein
CHRM4,protein
CHRM2,protein
IL5,protein
3-Hydroxypropionyl-CoA,compound
DAO,protein
,compound
(R)-3-Hydroxydodecanoyl-[acp],compound
EGFR,protein
fm_705766,protein
AHCYL1,protein
PRKCA,protein
3-Phosphohydroxypyruvic acid,compound
fm_708071,protein
PCYT1A,protein
ALDH18A1,protein
UAP1L1,protein
Dihydroxy-L-phenylalanine,compound
fm_732782,protein
MAD2L2,protein
fm_711560,protein
PARS2,protein
ITGA5,protein
"N,N&",compound
Calcium,compound
fm_723189,protein
LOC100506332,protein
6-Phospho-D-gluconate,compound
fm_730403,protein
fm_711979,protein
ADH5,protein
TRAF3,protein
TNFRSF18,protein
Serotonin,compound
3-Methoxy-4-hydroxyphenylethyleneglycol,compound
fm_709764,protein
"13S-Hydroperoxy-9Z,11E-octadecadienoic acid",compound
Fatty acid,compound
GLUD2,protein
MAOA,protein
CTNNA2,protein
PRKG2,protein
fm_739189,protein
LEF1,protein
TCF7L1,protein
ALAD,protein
,compound
Cyclic AMP,compound
NEFL,protein
"3beta,17beta-Dihydroxyandrost-5-ene",compound
CASP8,protein
GCNT1,protein
alpha-D-Mannose 1-phosphate,compound
Cyclic AMP,compound
GPX1,protein
fm_740025,protein
RHOA,protein
PPP3CB,protein
UGT1A5,protein
MAPK8IP3,protein
fm_719896,protein
PRKCB,protein
ROCK2,protein
PARN,protein
SDHC,protein
NUP188,protein
RELA,protein
GALC,protein
Hexadecanoyl-[acyl-carrier protein],compound
Orotidylic acid,compound
AMT,protein
Dihydrothymine,compound
B3GALT1,protein
fm_705725,protein
N-Acylsphinganine,compound
FLT1,protein
CTSL1,protein
L-Cysteine,compound
MTOR,protein
UGT1A8,protein
PDE3B,protein
MAVS,protein
NFATC3,protein
CASP12,protein
Palmitoyl-CoA,compound
fm_739866,protein
E2F3,protein
THBS3,protein
"(S)-2,5-Diaminovaleric acid",compound
UDP-D-galactopyranose,compound
PTGIR,protein
fm_729665,protein
PAK1,protein
PAK7,protein
CTNNB1,protein
LPAR6,protein
EP300,protein
TUBA8,protein
RXFP1,protein
MAP2K7,protein
EDN1,protein
JAK2,protein
ACOX1,protein
LDHC,protein
MDM2,protein
NUP160,protein
TNF,protein
VWF,protein
fm_720636,protein
CD38,protein
PIK3CG,protein
MAPK12,protein
,protein
ME3,protein
fm_735493,protein
CLTB,protein
Calcium,compound
fm_732342,protein
PRKCA,protein
fm_721795,protein
PIPOX,protein
Malate,compound
COL9A2,protein
5&,compound
POLR2F,protein
NFASC,protein
Protein L-serine,compound
"3,4-Dihydroxyphenylacetaldehyde",compound
HHIP,protein
fm_700045,protein
PKM2,protein
CHP2,protein
fm_725089,protein
CALM2,protein
CALML6,protein
IFNA13,protein
HGF,protein
AOX1,protein
CHRM3,protein
AKR1B10,protein
ABAT,protein
WNT3,protein
FOXO3,protein
"D-myo-Inositol 1,4,5-trisphosphate",compound
FZD5,protein
ASAH1,protein
L-gamma-Glutamyl-L-amino acid,compound
CYP27A1,protein
POLR3H,protein
ATP6V0D1,protein
Triphosphopyridine nucleotide,compound
FGF20,protein
PMVK,protein
"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",compound
ATP2A1,protein
fm_721941,protein
FGF4,protein
IL8,protein
PPARGC1A,protein
GGCT,protein
fm_730577,protein
DPYS,protein
2-Methyl-1-hydroxybutyl-TPP,compound
,protein
fm_722001,protein
GLRA3,protein
"2-L-Carboxy-2,3-dihydroindole-5,6-quinone",compound
COL11A2,protein
fm_702976,protein
PGM2,protein
fm_735110,protein
COX8A,protein
COX4I2,protein
COX7C,protein
COX7A2,protein
COX7A2L,protein
COX6B1,protein
COX5A,protein
NAA38,protein
CCL15,protein
B4GALT1,protein
MAPK1,protein
PDGFD,protein
ITGA1,protein
CCR2,protein
D-Xylulose 5-phosphate,compound
EGF,protein
UGT1A10,protein
fm_715447,protein
EPHB6,protein
TGFBR2,protein
fm_712003,compound
,compound
HAL,protein
IL6,protein
(-)-Ureidoglycolate,compound
fm_703521,protein
GFPT2,protein
HTR2B,protein
fm_739346,protein
DAPK2,protein
DAPK1,protein
PTK2,protein
UQCRC1,protein
"7alpha,12alpha-Dihydroxy-4-cholesten-3-one",compound
fm_737823,protein
HDAC1,protein
Deoxythymidine,compound
fm_711785,protein
UGT2B28,protein
UGT1A9,protein
UGT1A8,protein
UGT1A10,protein
UGT1A7,protein
UGT1A3,protein
UGT2A2,protein
GEMIN4,protein
"Indole-5,6-quinone",compound
CTSA,protein
,protein
,protein
fm_720417,protein
SHC4,protein
GDP-L-fucose,compound
NNT,protein
ADCY7,protein
PLA2G12B,protein
Iron(2+),compound
3-Polyprenylcatechol,compound
,compound
alpha-D-Glucose 6-phosphate,compound
MDM2,protein
TNFSF10,protein
,protein
,protein
MAP2K1,protein
ATP1B3,protein
CBS,protein
IKBKG,protein
SEL1L,protein
P2RY13,protein
CACNA1C,protein
CACNG5,protein
fm_714964,protein
TCIRG1,protein
L-4-Hydroxyglutamate semialdehyde,compound
COASY,protein
UMPS,protein
LOC652614,protein
fm_731905,protein
PFN1,protein
PFN2,protein
BAD,protein
Methylimidazoleacetaldehyde,compound
NCOA4,protein
HNF1B,protein
"Inositol 3,4-bisphosphate",compound
MAPKAPK2,protein
RAMP2,protein
NOS3,protein
PRKCE,protein
fm_740304,protein
fm_724081,protein
EPN3,protein
EPN2,protein
UCP1,protein
fm_711288,protein
CLDN5,protein
SORD,protein
DUSP7,protein
fm_723483,protein
MAPK10,protein
2-Ketoglutaramate,compound
Glucuronic acid,compound
PRPP,compound
TBXAS1,protein
CAMK2G,protein
fm_727955,protein
fm_727866,protein
PRKCA,protein
RASGRP2,protein
fm_715934,protein
,compound
Deoxyinosine,compound
p-Hydroxyphenylpyruvic acid,compound
N-Acetyl-5-methoxytryptamine,compound
3-sn-Phosphatidylcholine,compound
RALBP1,protein
Arachidonyl-CoA,compound
Solanesyl pyrophosphate,compound
,compound
CD8A,protein
fm_738740,protein
SOS1,protein
SOS2,protein
ACACB,protein
fm_739060,protein
HRAS,protein
fm_700690,protein
FBP2,protein
C1QA,protein
HTT,protein
Acetoacetyl-[acp],compound
fm_732355,protein
CX3CR1,protein
FGF19,protein
CD28,protein
TAT,protein
fm_709564,protein
FGFR1,protein
TSLP,protein
S-Glutaryldihydrolipoamide-E,compound
AKT2,protein
UPP2,protein
PAH,protein
BET1,protein
ME1,protein
KCNMA1,protein
BCR,protein
fm_702181,protein
fm_721966,compound
,compound
CMP-2-aminoethylphosphonate,compound
6-Phospho-D-gluconate,compound
ATP6V0B,protein
,compound
MAOB,protein
"Phosphatidylinositol-3,4,5-trisphosphate",compound
BAI1,protein
FGF7,protein
CCR3,protein
fm_732799,protein
HSP90AB1,protein
MGAM,protein
Deoxyuridine 5&,compound
CDKN1A,protein
,compound
fm_715711,protein
HEXA,protein
LCMT1,protein
C6,protein
FGF10,protein
"2-(3,4-Dihydroxyphenyl)ethylamine",compound
POMT2,protein
fm_731993,protein
MYLK,protein
HCLS1,protein
fm_710726,protein
ME2,protein
fm_727216,protein
SDC3,protein
SDC2,protein
SDC4,protein
CXCR3,protein
CSF1R,protein
IL5,protein
,compound
HRAS,protein
EHHADH,protein
fm_721588,protein
NFKBIA,protein
POLE,protein
ITGA11,protein
SLC8A2,protein
GLB1,protein
COASY,protein
fm_737962,protein
FGF14,protein
FGF22,protein
FGF18,protein
FGF7,protein
FGF17,protein
FGF1,protein
FGF5,protein
FGF10,protein
NDUFV2,protein
fm_734865,protein
ATP5C1,protein
ATP5G1,protein
ATP8,protein
TYRP1,protein
CNTN1,protein
ST3GAL1,protein
NOS2,protein
fm_737057,protein
GNAS,protein
GNAL,protein
NAADP,compound
RABEP1,protein
fm_730726,protein
GRIN2B,protein
GRIN2C,protein
GRIN2A,protein
LIPA,protein
FCGR1A,protein
fm_709675,protein
,protein
,protein
"[1,4-(N-Acetyl-beta-D-glucosaminyl)]n+1",compound
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA",compound
,protein
"Adenosyl cobyrinate a,c diamide",compound
(S)-Hydroxyhexanoyl-CoA,compound
PIK3R2,protein
Etiocholan-3alpha-ol-17-one 3-glucuronide,compound
RPS6KA2,protein
sn-glycero-3-Phosphoethanolamine,compound
fm_715632,protein
DPM2,protein
PIGA,protein
fm_714660,protein
RRM2B,protein
FOSL2,protein
PIK3R4,protein
Diglyceride,compound
gamma-Aminooxaloacetate,compound
HPRT1,protein
fm_726523,protein
fm_729307,protein
PTK2B,protein
CXCR4,protein
Acetyl-CoA,compound
,protein
ATP1A3,protein
AGTR1,protein
fm_714112,protein
,protein
fm_737089,protein
TGFB1,protein
BMP7,protein
SAP18,protein
Cyclic AMP,compound
fm_704603,protein
SAT2,protein
SAT1,protein
fm_709991,protein
,protein
2-Hydroxyestrone,compound
VPS24,protein
fm_733591,protein
DYNC1I1,protein
DYNLL1,protein
CYP21A2,protein
HSPA2,protein
NFKBIA,protein
PRKCG,protein
"5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid",compound
,protein
PIK3C3,protein
fm_722782,protein
ANAPC7,protein
ANAPC13,protein
ANAPC2,protein
LOC650621,protein
HLA-F,protein
L-Lyxulose,compound
Oxidized glutathione,compound
fm_715489,protein
IDI2,protein
SGK1,protein
fm_720717,protein
CDC16,protein
Acetyl-CoA,compound
Thiamin pyrophosphate,compound
SRC,protein
P4HA3,protein
Cytidine,compound
Bios I,compound
fm_715375,protein
SMPD3,protein
BDKRB2,protein
fm_701301,protein
,protein
B4GALT2,protein
VAMP2,protein
fm_739739,protein
LAMA3,protein
COL4A2,protein
COL4A4,protein
FN1,protein
LAMB2,protein
Ammonia,compound
fm_725767,protein
CSNK1G3,protein
CSNK1A1L,protein
CSNK1G2,protein
CD3E,protein
GNPNAT1,protein
fm_714691,protein
MCAT,protein
CASC3,protein
JUN,protein
IKBKG,protein
OTUD5,protein
,compound
fm_701296,protein
,compound
"(7E,9E,11Z,13E)-(5S,6R,15S)-5,6,15-Trihydroxyicosa-7,9,11,13-",compound
,compound
S-Adenosylhomocysteine,compound
,compound
NAGA,protein
2&,compound
"3,4-Dihydroxymandelic acid",compound
ALG10,protein
ACOX2,protein
Oxosuccinic acid,compound
ACADS,protein
"1,4-Butanediamine",compound
IL4,protein
PI4K2B,protein
fm_720688,protein
PLCD3,protein
PELO,protein
fm_724686,protein
PIK3CD,protein
PIK3CA,protein
PIK3CB,protein
CYSLTR1,protein
UGT2B15,protein
fm_727297,protein
CLDN2,protein
CLDN18,protein
CLDN19,protein
CLDN20,protein
CLDN3,protein
NDUFA10,protein
2-Hydroxyethyl-ThPP,compound
EIF5,protein
5-Amino-4-imidazolecarboxyamide,compound
fm_700801,protein
FGFR1,protein
MITF,protein
MET,protein
fm_714933,protein
fm_713614,protein
,protein
PIK3CB,protein
MAP3K7,protein
fm_700095,protein
AKR1B1,protein
fm_730949,protein
RAPGEF1,protein
ACADVL,protein
fm_730135,protein
MAPK1,protein
PRKCB,protein
MYD88,protein
fm_718501,protein
UPF3A,protein
BCL2L1,protein
fm_739287,protein
LAT,protein
24-Methylenelophenol,compound
Heparitin sulfate,compound
fm_732055,protein
PIK3CB,protein
PIK3CG,protein
Aminoacetic acid,compound
,protein
AKT2,protein
fm_725361,protein
SARDH,protein
fm_734357,compound
CHRM3,protein
GALT,protein
fm_710107,protein
,protein
Diglyceride,compound
fm_708500,protein
fm_722621,protein
CCNB1,protein
fm_722862,protein
ADCY2,protein
ADCY8,protein
SESN2,protein
MAPK10,protein
fm_730711,protein
CALM2,protein
NLRX1,protein
4-Trimethylammoniobutanoate,compound
COQ2,protein
2-Hydroxyethyl-ThPP,compound
fm_700586,protein
ALDH1B1,protein
fm_715730,protein
ALG13,protein
NGFR,protein
fm_733656,protein
PCK2,protein
MDM2,protein
fm_730218,protein
XYLT2,protein
FAS,protein
,protein
PIGW,protein
3-sn-Phosphatidylcholine,compound
"(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate",compound
LOC100133583,protein
,compound
ITGB1,protein
5&,compound
ATP1A1,protein
CYP1A2,protein
MTR,protein
fm_712272,protein
BLNK,protein
fm_715874,protein
HAO1,protein
GRHPR,protein
CDK4,protein
CTSE,protein
PDGFA,protein
fm_731813,protein
,protein
PLCG2,protein
CCNB2,protein
ADRA2B,protein
CYP3A5,protein
NLRC4,protein
fm_707874,protein
C5AR1,protein
PPP1CB,protein
fm_706703,protein
GCNT3,protein
HGS,protein
Oxydol,compound
T4,compound
fm_715822,protein
POLR3C,protein
STAT5B,protein
GRB2,protein
PLAUR,protein
PAN3,protein
TUBB,protein
fm_716717,protein
EGFR,protein
4alpha-Methylzymosterol,compound
UGT2B15,protein
PNMT,protein
2-Keto-3-methylbutyric acid,compound
CREBBP,protein
MAP2K5,protein
NDUFA5,protein
CXCL1,protein
CYP17A1,protein
O-Alkylglycerone phosphate,compound
fm_726025,protein
NUP85,protein
3-Hydroxyanthranilic acid,compound
KCNMA1,protein
fm_703923,protein
HMGCS2,protein
fm_712623,protein
,protein
Tartronate semialdehyde,compound
Chloral hydrate,compound
RAC3,protein
LTD4,compound
fm_725058,protein
ACTA2,protein
ACTG2,protein
"5beta-Cholestane-3alpha,7alpha-diol",compound
